dateFixed,epi_week,no_of_cases,weekWithDay,delayedDate
2020-12-31,2020-W52,196,2020-W52-4,2021-01-14
2021-01-01,2020-W52,196,2020-W52-5,2021-01-15
2021-01-02,2020-W52,196,2020-W52-6,2021-01-16
2021-01-03,2020-W53,193,2020-W53-0,2021-01-17
2021-01-04,2020-W53,193,2020-W53-1,2021-01-18
2021-01-05,2020-W53,193,2020-W53-2,2021-01-19
2021-01-06,2020-W53,193,2020-W53-3,2021-01-20
2021-01-07,2020-W53,193,2020-W53-4,2021-01-21
2021-01-08,2020-W53,193,2020-W53-5,2021-01-22
2021-01-09,2020-W53,193,2020-W53-6,2021-01-23
2021-01-03,2021-W01,194,2021-W01-0,2021-01-17
2021-01-04,2021-W01,194,2021-W01-1,2021-01-18
2021-01-05,2021-W01,194,2021-W01-2,2021-01-19
2021-01-06,2021-W01,194,2021-W01-3,2021-01-20
2021-01-07,2021-W01,194,2021-W01-4,2021-01-21
2021-01-08,2021-W01,194,2021-W01-5,2021-01-22
2021-01-09,2021-W01,194,2021-W01-6,2021-01-23
2021-01-10,2021-W02,165,2021-W02-0,2021-01-24
2021-01-11,2021-W02,165,2021-W02-1,2021-01-25
2021-01-12,2021-W02,165,2021-W02-2,2021-01-26
2021-01-13,2021-W02,165,2021-W02-3,2021-01-27
2021-01-14,2021-W02,165,2021-W02-4,2021-01-28
2021-01-15,2021-W02,165,2021-W02-5,2021-01-29
2021-01-16,2021-W02,165,2021-W02-6,2021-01-30
2021-01-17,2021-W03,151,2021-W03-0,2021-01-31
2021-01-18,2021-W03,151,2021-W03-1,2021-02-01
2021-01-19,2021-W03,151,2021-W03-2,2021-02-02
2021-01-20,2021-W03,151,2021-W03-3,2021-02-03
2021-01-21,2021-W03,151,2021-W03-4,2021-02-04
2021-01-22,2021-W03,151,2021-W03-5,2021-02-05
2021-01-23,2021-W03,151,2021-W03-6,2021-02-06
2021-01-24,2021-W04,135,2021-W04-0,2021-02-07
2021-01-25,2021-W04,135,2021-W04-1,2021-02-08
2021-01-26,2021-W04,135,2021-W04-2,2021-02-09
2021-01-27,2021-W04,135,2021-W04-3,2021-02-10
2021-01-28,2021-W04,135,2021-W04-4,2021-02-11
2021-01-29,2021-W04,135,2021-W04-5,2021-02-12
2021-01-30,2021-W04,135,2021-W04-6,2021-02-13
2021-01-31,2021-W05,141,2021-W05-0,2021-02-14
2021-02-01,2021-W05,141,2021-W05-1,2021-02-15
2021-02-02,2021-W05,141,2021-W05-2,2021-02-16
2021-02-03,2021-W05,141,2021-W05-3,2021-02-17
2021-02-04,2021-W05,141,2021-W05-4,2021-02-18
2021-02-05,2021-W05,141,2021-W05-5,2021-02-19
2021-02-06,2021-W05,141,2021-W05-6,2021-02-20
2021-02-07,2021-W06,142,2021-W06-0,2021-02-21
2021-02-08,2021-W06,142,2021-W06-1,2021-02-22
2021-02-09,2021-W06,142,2021-W06-2,2021-02-23
2021-02-10,2021-W06,142,2021-W06-3,2021-02-24
2021-02-11,2021-W06,142,2021-W06-4,2021-02-25
2021-02-12,2021-W06,142,2021-W06-5,2021-02-26
2021-02-13,2021-W06,142,2021-W06-6,2021-02-27
2021-02-14,2021-W07,148,2021-W07-0,2021-02-28
2021-02-15,2021-W07,148,2021-W07-1,2021-03-01
2021-02-16,2021-W07,148,2021-W07-2,2021-03-02
2021-02-17,2021-W07,148,2021-W07-3,2021-03-03
2021-02-18,2021-W07,148,2021-W07-4,2021-03-04
2021-02-19,2021-W07,148,2021-W07-5,2021-03-05
2021-02-20,2021-W07,148,2021-W07-6,2021-03-06
2021-02-21,2021-W08,145,2021-W08-0,2021-03-07
2021-02-22,2021-W08,145,2021-W08-1,2021-03-08
2021-02-23,2021-W08,145,2021-W08-2,2021-03-09
2021-02-24,2021-W08,145,2021-W08-3,2021-03-10
2021-02-25,2021-W08,145,2021-W08-4,2021-03-11
2021-02-26,2021-W08,145,2021-W08-5,2021-03-12
2021-02-27,2021-W08,145,2021-W08-6,2021-03-13
2021-02-28,2021-W09,139,2021-W09-0,2021-03-14
2021-03-01,2021-W09,139,2021-W09-1,2021-03-15
2021-03-02,2021-W09,139,2021-W09-2,2021-03-16
2021-03-03,2021-W09,139,2021-W09-3,2021-03-17
2021-03-04,2021-W09,139,2021-W09-4,2021-03-18
2021-03-05,2021-W09,139,2021-W09-5,2021-03-19
2021-03-06,2021-W09,139,2021-W09-6,2021-03-20
2021-03-07,2021-W10,145,2021-W10-0,2021-03-21
2021-03-08,2021-W10,145,2021-W10-1,2021-03-22
2021-03-09,2021-W10,145,2021-W10-2,2021-03-23
2021-03-10,2021-W10,145,2021-W10-3,2021-03-24
2021-03-11,2021-W10,145,2021-W10-4,2021-03-25
2021-03-12,2021-W10,145,2021-W10-5,2021-03-26
2021-03-13,2021-W10,145,2021-W10-6,2021-03-27
2021-03-14,2021-W11,129,2021-W11-0,2021-03-28
2021-03-15,2021-W11,129,2021-W11-1,2021-03-29
2021-03-16,2021-W11,129,2021-W11-2,2021-03-30
2021-03-17,2021-W11,129,2021-W11-3,2021-03-31
2021-03-18,2021-W11,129,2021-W11-4,2021-04-01
2021-03-19,2021-W11,129,2021-W11-5,2021-04-02
2021-03-20,2021-W11,129,2021-W11-6,2021-04-03
2021-03-21,2021-W12,120,2021-W12-0,2021-04-04
2021-03-22,2021-W12,120,2021-W12-1,2021-04-05
2021-03-23,2021-W12,120,2021-W12-2,2021-04-06
2021-03-24,2021-W12,120,2021-W12-3,2021-04-07
2021-03-25,2021-W12,120,2021-W12-4,2021-04-08
2021-03-26,2021-W12,120,2021-W12-5,2021-04-09
2021-03-27,2021-W12,120,2021-W12-6,2021-04-10
2021-03-28,2021-W13,113,2021-W13-0,2021-04-11
2021-03-29,2021-W13,113,2021-W13-1,2021-04-12
2021-03-30,2021-W13,113,2021-W13-2,2021-04-13
2021-03-31,2021-W13,113,2021-W13-3,2021-04-14
2021-04-01,2021-W13,113,2021-W13-4,2021-04-15
2021-04-02,2021-W13,113,2021-W13-5,2021-04-16
2021-04-03,2021-W13,113,2021-W13-6,2021-04-17
2021-04-04,2021-W14,102,2021-W14-0,2021-04-18
2021-04-05,2021-W14,102,2021-W14-1,2021-04-19
2021-04-06,2021-W14,102,2021-W14-2,2021-04-20
2021-04-07,2021-W14,102,2021-W14-3,2021-04-21
2021-04-08,2021-W14,102,2021-W14-4,2021-04-22
2021-04-09,2021-W14,102,2021-W14-5,2021-04-23
2021-04-10,2021-W14,102,2021-W14-6,2021-04-24
2021-04-11,2021-W15,112,2021-W15-0,2021-04-25
2021-04-12,2021-W15,112,2021-W15-1,2021-04-26
2021-04-13,2021-W15,112,2021-W15-2,2021-04-27
2021-04-14,2021-W15,112,2021-W15-3,2021-04-28
2021-04-15,2021-W15,112,2021-W15-4,2021-04-29
2021-04-16,2021-W15,112,2021-W15-5,2021-04-30
2021-04-17,2021-W15,112,2021-W15-6,2021-05-01
2021-04-18,2021-W16,128,2021-W16-0,2021-05-02
2021-04-19,2021-W16,128,2021-W16-1,2021-05-03
2021-04-20,2021-W16,128,2021-W16-2,2021-05-04
2021-04-21,2021-W16,128,2021-W16-3,2021-05-05
2021-04-22,2021-W16,128,2021-W16-4,2021-05-06
2021-04-23,2021-W16,128,2021-W16-5,2021-05-07
2021-04-24,2021-W16,128,2021-W16-6,2021-05-08
2021-04-25,2021-W17,84,2021-W17-0,2021-05-09
2021-04-26,2021-W17,84,2021-W17-1,2021-05-10
2021-04-27,2021-W17,84,2021-W17-2,2021-05-11
2021-04-28,2021-W17,84,2021-W17-3,2021-05-12
2021-04-29,2021-W17,84,2021-W17-4,2021-05-13
2021-04-30,2021-W17,84,2021-W17-5,2021-05-14
2021-05-01,2021-W17,84,2021-W17-6,2021-05-15
2021-05-02,2021-W18,117,2021-W18-0,2021-05-16
2021-05-03,2021-W18,117,2021-W18-1,2021-05-17
2021-05-04,2021-W18,117,2021-W18-2,2021-05-18
2021-05-05,2021-W18,117,2021-W18-3,2021-05-19
2021-05-06,2021-W18,117,2021-W18-4,2021-05-20
2021-05-07,2021-W18,117,2021-W18-5,2021-05-21
2021-05-08,2021-W18,117,2021-W18-6,2021-05-22
2021-05-09,2021-W19,92,2021-W19-0,2021-05-23
2021-05-10,2021-W19,92,2021-W19-1,2021-05-24
2021-05-11,2021-W19,92,2021-W19-2,2021-05-25
2021-05-12,2021-W19,92,2021-W19-3,2021-05-26
2021-05-13,2021-W19,92,2021-W19-4,2021-05-27
2021-05-14,2021-W19,92,2021-W19-5,2021-05-28
2021-05-15,2021-W19,92,2021-W19-6,2021-05-29
2021-05-16,2021-W20,116,2021-W20-0,2021-05-30
2021-05-17,2021-W20,116,2021-W20-1,2021-05-31
2021-05-18,2021-W20,116,2021-W20-2,2021-06-01
2021-05-19,2021-W20,116,2021-W20-3,2021-06-02
2021-05-20,2021-W20,116,2021-W20-4,2021-06-03
2021-05-21,2021-W20,116,2021-W20-5,2021-06-04
2021-05-22,2021-W20,116,2021-W20-6,2021-06-05
2021-05-23,2021-W21,130,2021-W21-0,2021-06-06
2021-05-24,2021-W21,130,2021-W21-1,2021-06-07
2021-05-25,2021-W21,130,2021-W21-2,2021-06-08
2021-05-26,2021-W21,130,2021-W21-3,2021-06-09
2021-05-27,2021-W21,130,2021-W21-4,2021-06-10
2021-05-28,2021-W21,130,2021-W21-5,2021-06-11
2021-05-29,2021-W21,130,2021-W21-6,2021-06-12
2021-05-30,2021-W22,118,2021-W22-0,2021-06-13
2021-05-31,2021-W22,118,2021-W22-1,2021-06-14
2021-06-01,2021-W22,118,2021-W22-2,2021-06-15
2021-06-02,2021-W22,118,2021-W22-3,2021-06-16
2021-06-03,2021-W22,118,2021-W22-4,2021-06-17
2021-06-04,2021-W22,118,2021-W22-5,2021-06-18
2021-06-05,2021-W22,118,2021-W22-6,2021-06-19
2021-06-06,2021-W23,137,2021-W23-0,2021-06-20
2021-06-07,2021-W23,137,2021-W23-1,2021-06-21
2021-06-08,2021-W23,137,2021-W23-2,2021-06-22
2021-06-09,2021-W23,137,2021-W23-3,2021-06-23
2021-06-10,2021-W23,137,2021-W23-4,2021-06-24
2021-06-11,2021-W23,137,2021-W23-5,2021-06-25
2021-06-12,2021-W23,137,2021-W23-6,2021-06-26
2021-06-13,2021-W24,135,2021-W24-0,2021-06-27
2021-06-14,2021-W24,135,2021-W24-1,2021-06-28
2021-06-15,2021-W24,135,2021-W24-2,2021-06-29
2021-06-16,2021-W24,135,2021-W24-3,2021-06-30
2021-06-17,2021-W24,135,2021-W24-4,2021-07-01
2021-06-18,2021-W24,135,2021-W24-5,2021-07-02
2021-06-19,2021-W24,135,2021-W24-6,2021-07-03
2021-06-20,2021-W25,126,2021-W25-0,2021-07-04
2021-06-21,2021-W25,126,2021-W25-1,2021-07-05
2021-06-22,2021-W25,126,2021-W25-2,2021-07-06
2021-06-23,2021-W25,126,2021-W25-3,2021-07-07
2021-06-24,2021-W25,126,2021-W25-4,2021-07-08
2021-06-25,2021-W25,126,2021-W25-5,2021-07-09
2021-06-26,2021-W25,126,2021-W25-6,2021-07-10
2021-06-27,2021-W26,112,2021-W26-0,2021-07-11
2021-06-28,2021-W26,112,2021-W26-1,2021-07-12
2021-06-29,2021-W26,112,2021-W26-2,2021-07-13
2021-06-30,2021-W26,112,2021-W26-3,2021-07-14
2021-07-01,2021-W26,112,2021-W26-4,2021-07-15
2021-07-02,2021-W26,112,2021-W26-5,2021-07-16
2021-07-03,2021-W26,112,2021-W26-6,2021-07-17
2021-07-04,2021-W27,104,2021-W27-0,2021-07-18
2021-07-05,2021-W27,104,2021-W27-1,2021-07-19
2021-07-06,2021-W27,104,2021-W27-2,2021-07-20
2021-07-07,2021-W27,104,2021-W27-3,2021-07-21
2021-07-08,2021-W27,104,2021-W27-4,2021-07-22
2021-07-09,2021-W27,104,2021-W27-5,2021-07-23
2021-07-10,2021-W27,104,2021-W27-6,2021-07-24
2021-07-11,2021-W28,75,2021-W28-0,2021-07-25
2021-07-12,2021-W28,75,2021-W28-1,2021-07-26
2021-07-13,2021-W28,75,2021-W28-2,2021-07-27
2021-07-14,2021-W28,75,2021-W28-3,2021-07-28
2021-07-15,2021-W28,75,2021-W28-4,2021-07-29
2021-07-16,2021-W28,75,2021-W28-5,2021-07-30
2021-07-17,2021-W28,75,2021-W28-6,2021-07-31
2021-07-18,2021-W29,80,2021-W29-0,2021-08-01
2021-07-19,2021-W29,80,2021-W29-1,2021-08-02
2021-07-20,2021-W29,80,2021-W29-2,2021-08-03
2021-07-21,2021-W29,80,2021-W29-3,2021-08-04
2021-07-22,2021-W29,80,2021-W29-4,2021-08-05
2021-07-23,2021-W29,80,2021-W29-5,2021-08-06
2021-07-24,2021-W29,80,2021-W29-6,2021-08-07
2021-07-25,2021-W30,82,2021-W30-0,2021-08-08
2021-07-26,2021-W30,82,2021-W30-1,2021-08-09
2021-07-27,2021-W30,82,2021-W30-2,2021-08-10
2021-07-28,2021-W30,82,2021-W30-3,2021-08-11
2021-07-29,2021-W30,82,2021-W30-4,2021-08-12
2021-07-30,2021-W30,82,2021-W30-5,2021-08-13
2021-07-31,2021-W30,82,2021-W30-6,2021-08-14
2021-08-01,2021-W31,70,2021-W31-0,2021-08-15
2021-08-02,2021-W31,70,2021-W31-1,2021-08-16
2021-08-03,2021-W31,70,2021-W31-2,2021-08-17
2021-08-04,2021-W31,70,2021-W31-3,2021-08-18
2021-08-05,2021-W31,70,2021-W31-4,2021-08-19
2021-08-06,2021-W31,70,2021-W31-5,2021-08-20
2021-08-07,2021-W31,70,2021-W31-6,2021-08-21
2021-08-08,2021-W32,81,2021-W32-0,2021-08-22
2021-08-09,2021-W32,81,2021-W32-1,2021-08-23
2021-08-10,2021-W32,81,2021-W32-2,2021-08-24
2021-08-11,2021-W32,81,2021-W32-3,2021-08-25
2021-08-12,2021-W32,81,2021-W32-4,2021-08-26
2021-08-13,2021-W32,81,2021-W32-5,2021-08-27
2021-08-14,2021-W32,81,2021-W32-6,2021-08-28
2021-08-15,2021-W33,56,2021-W33-0,2021-08-29
2021-08-16,2021-W33,56,2021-W33-1,2021-08-30
2021-08-17,2021-W33,56,2021-W33-2,2021-08-31
2021-08-18,2021-W33,56,2021-W33-3,2021-09-01
2021-08-19,2021-W33,56,2021-W33-4,2021-09-02
2021-08-20,2021-W33,56,2021-W33-5,2021-09-03
2021-08-21,2021-W33,56,2021-W33-6,2021-09-04
2021-08-22,2021-W34,53,2021-W34-0,2021-09-05
2021-08-23,2021-W34,53,2021-W34-1,2021-09-06
2021-08-24,2021-W34,53,2021-W34-2,2021-09-07
2021-08-25,2021-W34,53,2021-W34-3,2021-09-08
2021-08-26,2021-W34,53,2021-W34-4,2021-09-09
2021-08-27,2021-W34,53,2021-W34-5,2021-09-10
2021-08-28,2021-W34,53,2021-W34-6,2021-09-11
2021-08-29,2021-W35,46,2021-W35-0,2021-09-12
2021-08-30,2021-W35,46,2021-W35-1,2021-09-13
2021-08-31,2021-W35,46,2021-W35-2,2021-09-14
2021-09-01,2021-W35,46,2021-W35-3,2021-09-15
2021-09-02,2021-W35,46,2021-W35-4,2021-09-16
2021-09-03,2021-W35,46,2021-W35-5,2021-09-17
2021-09-04,2021-W35,46,2021-W35-6,2021-09-18
2021-09-05,2021-W36,60,2021-W36-0,2021-09-19
2021-09-06,2021-W36,60,2021-W36-1,2021-09-20
2021-09-07,2021-W36,60,2021-W36-2,2021-09-21
2021-09-08,2021-W36,60,2021-W36-3,2021-09-22
2021-09-09,2021-W36,60,2021-W36-4,2021-09-23
2021-09-10,2021-W36,60,2021-W36-5,2021-09-24
2021-09-11,2021-W36,60,2021-W36-6,2021-09-25
2021-09-12,2021-W37,74,2021-W37-0,2021-09-26
2021-09-13,2021-W37,74,2021-W37-1,2021-09-27
2021-09-14,2021-W37,74,2021-W37-2,2021-09-28
2021-09-15,2021-W37,74,2021-W37-3,2021-09-29
2021-09-16,2021-W37,74,2021-W37-4,2021-09-30
2021-09-17,2021-W37,74,2021-W37-5,2021-10-01
2021-09-18,2021-W37,74,2021-W37-6,2021-10-02
2021-09-19,2021-W38,109,2021-W38-0,2021-10-03
2021-09-20,2021-W38,109,2021-W38-1,2021-10-04
2021-09-21,2021-W38,109,2021-W38-2,2021-10-05
2021-09-22,2021-W38,109,2021-W38-3,2021-10-06
2021-09-23,2021-W38,109,2021-W38-4,2021-10-07
2021-09-24,2021-W38,109,2021-W38-5,2021-10-08
2021-09-25,2021-W38,109,2021-W38-6,2021-10-09
2021-09-26,2021-W39,105,2021-W39-0,2021-10-10
2021-09-27,2021-W39,105,2021-W39-1,2021-10-11
2021-09-28,2021-W39,105,2021-W39-2,2021-10-12
2021-09-29,2021-W39,105,2021-W39-3,2021-10-13
2021-09-30,2021-W39,105,2021-W39-4,2021-10-14
2021-10-01,2021-W39,105,2021-W39-5,2021-10-15
2021-10-02,2021-W39,105,2021-W39-6,2021-10-16
2021-10-03,2021-W40,104,2021-W40-0,2021-10-17
2021-10-04,2021-W40,104,2021-W40-1,2021-10-18
2021-10-05,2021-W40,104,2021-W40-2,2021-10-19
2021-10-06,2021-W40,104,2021-W40-3,2021-10-20
2021-10-07,2021-W40,104,2021-W40-4,2021-10-21
2021-10-08,2021-W40,104,2021-W40-5,2021-10-22
2021-10-09,2021-W40,104,2021-W40-6,2021-10-23
2021-10-10,2021-W41,85,2021-W41-0,2021-10-24
2021-10-11,2021-W41,85,2021-W41-1,2021-10-25
2021-10-12,2021-W41,85,2021-W41-2,2021-10-26
2021-10-13,2021-W41,85,2021-W41-3,2021-10-27
2021-10-14,2021-W41,85,2021-W41-4,2021-10-28
2021-10-15,2021-W41,85,2021-W41-5,2021-10-29
2021-10-16,2021-W41,85,2021-W41-6,2021-10-30
2021-10-17,2021-W42,76,2021-W42-0,2021-10-31
2021-10-18,2021-W42,76,2021-W42-1,2021-11-01
2021-10-19,2021-W42,76,2021-W42-2,2021-11-02
2021-10-20,2021-W42,76,2021-W42-3,2021-11-03
2021-10-21,2021-W42,76,2021-W42-4,2021-11-04
2021-10-22,2021-W42,76,2021-W42-5,2021-11-05
2021-10-23,2021-W42,76,2021-W42-6,2021-11-06
2021-10-24,2021-W43,75,2021-W43-0,2021-11-07
2021-10-25,2021-W43,75,2021-W43-1,2021-11-08
2021-10-26,2021-W43,75,2021-W43-2,2021-11-09
2021-10-27,2021-W43,75,2021-W43-3,2021-11-10
2021-10-28,2021-W43,75,2021-W43-4,2021-11-11
2021-10-29,2021-W43,75,2021-W43-5,2021-11-12
2021-10-30,2021-W43,75,2021-W43-6,2021-11-13
2021-10-31,2021-W44,59,2021-W44-0,2021-11-14
2021-11-01,2021-W44,59,2021-W44-1,2021-11-15
2021-11-02,2021-W44,59,2021-W44-2,2021-11-16
2021-11-03,2021-W44,59,2021-W44-3,2021-11-17
2021-11-04,2021-W44,59,2021-W44-4,2021-11-18
2021-11-05,2021-W44,59,2021-W44-5,2021-11-19
2021-11-06,2021-W44,59,2021-W44-6,2021-11-20
2021-11-07,2021-W45,42,2021-W45-0,2021-11-21
2021-11-08,2021-W45,42,2021-W45-1,2021-11-22
2021-11-09,2021-W45,42,2021-W45-2,2021-11-23
2021-11-10,2021-W45,42,2021-W45-3,2021-11-24
2021-11-11,2021-W45,42,2021-W45-4,2021-11-25
2021-11-12,2021-W45,42,2021-W45-5,2021-11-26
2021-11-13,2021-W45,42,2021-W45-6,2021-11-27
2021-11-14,2021-W46,56,2021-W46-0,2021-11-28
2021-11-15,2021-W46,56,2021-W46-1,2021-11-29
2021-11-16,2021-W46,56,2021-W46-2,2021-11-30
2021-11-17,2021-W46,56,2021-W46-3,2021-12-01
2021-11-18,2021-W46,56,2021-W46-4,2021-12-02
2021-11-19,2021-W46,56,2021-W46-5,2021-12-03
2021-11-20,2021-W46,56,2021-W46-6,2021-12-04
2021-11-21,2021-W47,63,2021-W47-0,2021-12-05
2021-11-22,2021-W47,63,2021-W47-1,2021-12-06
2021-11-23,2021-W47,63,2021-W47-2,2021-12-07
2021-11-24,2021-W47,63,2021-W47-3,2021-12-08
2021-11-25,2021-W47,63,2021-W47-4,2021-12-09
2021-11-26,2021-W47,63,2021-W47-5,2021-12-10
2021-11-27,2021-W47,63,2021-W47-6,2021-12-11
2021-11-28,2021-W48,48,2021-W48-0,2021-12-12
2021-11-29,2021-W48,48,2021-W48-1,2021-12-13
2021-11-30,2021-W48,48,2021-W48-2,2021-12-14
2021-12-01,2021-W48,48,2021-W48-3,2021-12-15
2021-12-02,2021-W48,48,2021-W48-4,2021-12-16
2021-12-03,2021-W48,48,2021-W48-5,2021-12-17
2021-12-04,2021-W48,48,2021-W48-6,2021-12-18
2021-12-05,2021-W49,64,2021-W49-0,2021-12-19
2021-12-06,2021-W49,64,2021-W49-1,2021-12-20
2021-12-07,2021-W49,64,2021-W49-2,2021-12-21
2021-12-08,2021-W49,64,2021-W49-3,2021-12-22
2021-12-09,2021-W49,64,2021-W49-4,2021-12-23
2021-12-10,2021-W49,64,2021-W49-5,2021-12-24
2021-12-11,2021-W49,64,2021-W49-6,2021-12-25
2021-12-12,2021-W50,61,2021-W50-0,2021-12-26
2021-12-13,2021-W50,61,2021-W50-1,2021-12-27
2021-12-14,2021-W50,61,2021-W50-2,2021-12-28
2021-12-15,2021-W50,61,2021-W50-3,2021-12-29
2021-12-16,2021-W50,61,2021-W50-4,2021-12-30
2021-12-17,2021-W50,61,2021-W50-5,2021-12-31
2021-12-18,2021-W50,61,2021-W50-6,2022-01-01
2021-12-19,2021-W51,68,2021-W51-0,2022-01-02
2021-12-20,2021-W51,68,2021-W51-1,2022-01-03
2021-12-21,2021-W51,68,2021-W51-2,2022-01-04
2021-12-22,2021-W51,68,2021-W51-3,2022-01-05
2021-12-23,2021-W51,68,2021-W51-4,2022-01-06
2021-12-24,2021-W51,68,2021-W51-5,2022-01-07
2021-12-25,2021-W51,68,2021-W51-6,2022-01-08
2021-12-26,2021-W52,79,2021-W52-0,2022-01-09
2021-12-27,2021-W52,79,2021-W52-1,2022-01-10
2021-12-28,2021-W52,79,2021-W52-2,2022-01-11
2021-12-29,2021-W52,79,2021-W52-3,2022-01-12
2021-12-30,2021-W52,79,2021-W52-4,2022-01-13
2021-12-31,2021-W52,79,2021-W52-5,2022-01-14
2022-01-01,2021-W52,79,2021-W52-6,2022-01-15
2022-01-02,2022-W01,106,2022-W01-0,2022-01-16
2022-01-03,2022-W01,106,2022-W01-1,2022-01-17
2022-01-04,2022-W01,106,2022-W01-2,2022-01-18
2022-01-05,2022-W01,106,2022-W01-3,2022-01-19
2022-01-06,2022-W01,106,2022-W01-4,2022-01-20
2022-01-07,2022-W01,106,2022-W01-5,2022-01-21
2022-01-08,2022-W01,106,2022-W01-6,2022-01-22
2022-01-09,2022-W02,146,2022-W02-0,2022-01-23
2022-01-10,2022-W02,146,2022-W02-1,2022-01-24
2022-01-11,2022-W02,146,2022-W02-2,2022-01-25
2022-01-12,2022-W02,146,2022-W02-3,2022-01-26
2022-01-13,2022-W02,146,2022-W02-4,2022-01-27
2022-01-14,2022-W02,146,2022-W02-5,2022-01-28
2022-01-15,2022-W02,146,2022-W02-6,2022-01-29
2022-01-16,2022-W03,178,2022-W03-0,2022-01-30
2022-01-17,2022-W03,178,2022-W03-1,2022-01-31
2022-01-18,2022-W03,178,2022-W03-2,2022-02-01
2022-01-19,2022-W03,178,2022-W03-3,2022-02-02
2022-01-20,2022-W03,178,2022-W03-4,2022-02-03
2022-01-21,2022-W03,178,2022-W03-5,2022-02-04
2022-01-22,2022-W03,178,2022-W03-6,2022-02-05
2022-01-23,2022-W04,169,2022-W04-0,2022-02-06
2022-01-24,2022-W04,169,2022-W04-1,2022-02-07
2022-01-25,2022-W04,169,2022-W04-2,2022-02-08
2022-01-26,2022-W04,169,2022-W04-3,2022-02-09
2022-01-27,2022-W04,169,2022-W04-4,2022-02-10
2022-01-28,2022-W04,169,2022-W04-5,2022-02-11
2022-01-29,2022-W04,169,2022-W04-6,2022-02-12
2022-01-30,2022-W05,153,2022-W05-0,2022-02-13
2022-01-31,2022-W05,153,2022-W05-1,2022-02-14
2022-02-01,2022-W05,153,2022-W05-2,2022-02-15
2022-02-02,2022-W05,153,2022-W05-3,2022-02-16
2022-02-03,2022-W05,153,2022-W05-4,2022-02-17
2022-02-04,2022-W05,153,2022-W05-5,2022-02-18
2022-02-05,2022-W05,153,2022-W05-6,2022-02-19
2022-02-06,2022-W06,168,2022-W06-0,2022-02-20
2022-02-07,2022-W06,168,2022-W06-1,2022-02-21
2022-02-08,2022-W06,168,2022-W06-2,2022-02-22
2022-02-09,2022-W06,168,2022-W06-3,2022-02-23
2022-02-10,2022-W06,168,2022-W06-4,2022-02-24
2022-02-11,2022-W06,168,2022-W06-5,2022-02-25
2022-02-12,2022-W06,168,2022-W06-6,2022-02-26
2022-02-13,2022-W07,206,2022-W07-0,2022-02-27
2022-02-14,2022-W07,206,2022-W07-1,2022-02-28
2022-02-15,2022-W07,206,2022-W07-2,2022-03-01
2022-02-16,2022-W07,206,2022-W07-3,2022-03-02
2022-02-17,2022-W07,206,2022-W07-4,2022-03-03
2022-02-18,2022-W07,206,2022-W07-5,2022-03-04
2022-02-19,2022-W07,206,2022-W07-6,2022-03-05
2022-02-20,2022-W08,200,2022-W08-0,2022-03-06
2022-02-21,2022-W08,200,2022-W08-1,2022-03-07
2022-02-22,2022-W08,200,2022-W08-2,2022-03-08
2022-02-23,2022-W08,200,2022-W08-3,2022-03-09
2022-02-24,2022-W08,200,2022-W08-4,2022-03-10
2022-02-25,2022-W08,200,2022-W08-5,2022-03-11
2022-02-26,2022-W08,200,2022-W08-6,2022-03-12
2022-02-27,2022-W09,263,2022-W09-0,2022-03-13
2022-02-28,2022-W09,263,2022-W09-1,2022-03-14
2022-03-01,2022-W09,263,2022-W09-2,2022-03-15
2022-03-02,2022-W09,263,2022-W09-3,2022-03-16
2022-03-03,2022-W09,263,2022-W09-4,2022-03-17
2022-03-04,2022-W09,263,2022-W09-5,2022-03-18
2022-03-05,2022-W09,263,2022-W09-6,2022-03-19
2022-03-06,2022-W10,369,2022-W10-0,2022-03-20
2022-03-07,2022-W10,369,2022-W10-1,2022-03-21
2022-03-08,2022-W10,369,2022-W10-2,2022-03-22
2022-03-09,2022-W10,369,2022-W10-3,2022-03-23
2022-03-10,2022-W10,369,2022-W10-4,2022-03-24
2022-03-11,2022-W10,369,2022-W10-5,2022-03-25
2022-03-12,2022-W10,369,2022-W10-6,2022-03-26
2022-03-13,2022-W11,421,2022-W11-0,2022-03-27
2022-03-14,2022-W11,421,2022-W11-1,2022-03-28
2022-03-15,2022-W11,421,2022-W11-2,2022-03-29
2022-03-16,2022-W11,421,2022-W11-3,2022-03-30
2022-03-17,2022-W11,421,2022-W11-4,2022-03-31
2022-03-18,2022-W11,421,2022-W11-5,2022-04-01
2022-03-19,2022-W11,421,2022-W11-6,2022-04-02
2022-03-20,2022-W12,441,2022-W12-0,2022-04-03
2022-03-21,2022-W12,441,2022-W12-1,2022-04-04
2022-03-22,2022-W12,441,2022-W12-2,2022-04-05
2022-03-23,2022-W12,441,2022-W12-3,2022-04-06
2022-03-24,2022-W12,441,2022-W12-4,2022-04-07
2022-03-25,2022-W12,441,2022-W12-5,2022-04-08
2022-03-26,2022-W12,441,2022-W12-6,2022-04-09
2022-03-27,2022-W13,510,2022-W13-0,2022-04-10
2022-03-28,2022-W13,510,2022-W13-1,2022-04-11
2022-03-29,2022-W13,510,2022-W13-2,2022-04-12
2022-03-30,2022-W13,510,2022-W13-3,2022-04-13
2022-03-31,2022-W13,510,2022-W13-4,2022-04-14
2022-04-01,2022-W13,510,2022-W13-5,2022-04-15
2022-04-02,2022-W13,510,2022-W13-6,2022-04-16
