dateFixed,epi_week,no_of_cases,weekWithDay,delayedDate
2016-07-12,2016-W28,223,2016-W28-2,2016-07-26
2016-07-13,2016-W28,223,2016-W28-3,2016-07-27
2016-07-14,2016-W28,223,2016-W28-4,2016-07-28
2016-07-15,2016-W28,223,2016-W28-5,2016-07-29
2016-07-16,2016-W28,223,2016-W28-6,2016-07-30
2016-07-17,2016-W29,266,2016-W29-0,2016-07-31
2016-07-18,2016-W29,266,2016-W29-1,2016-08-01
2016-07-19,2016-W29,266,2016-W29-2,2016-08-02
2016-07-20,2016-W29,266,2016-W29-3,2016-08-03
2016-07-21,2016-W29,266,2016-W29-4,2016-08-04
2016-07-22,2016-W29,266,2016-W29-5,2016-08-05
2016-07-23,2016-W29,266,2016-W29-6,2016-08-06
2016-07-24,2016-W30,221,2016-W30-0,2016-08-07
2016-07-25,2016-W30,221,2016-W30-1,2016-08-08
2016-07-26,2016-W30,221,2016-W30-2,2016-08-09
2016-07-27,2016-W30,221,2016-W30-3,2016-08-10
2016-07-28,2016-W30,221,2016-W30-4,2016-08-11
2016-07-29,2016-W30,221,2016-W30-5,2016-08-12
2016-07-30,2016-W30,221,2016-W30-6,2016-08-13
2016-07-31,2016-W31,211,2016-W31-0,2016-08-14
2016-08-01,2016-W31,211,2016-W31-1,2016-08-15
2016-08-02,2016-W31,211,2016-W31-2,2016-08-16
2016-08-03,2016-W31,211,2016-W31-3,2016-08-17
2016-08-04,2016-W31,211,2016-W31-4,2016-08-18
2016-08-05,2016-W31,211,2016-W31-5,2016-08-19
2016-08-06,2016-W31,211,2016-W31-6,2016-08-20
2016-08-07,2016-W32,197,2016-W32-0,2016-08-21
2016-08-08,2016-W32,197,2016-W32-1,2016-08-22
2016-08-09,2016-W32,197,2016-W32-2,2016-08-23
2016-08-10,2016-W32,197,2016-W32-3,2016-08-24
2016-08-11,2016-W32,197,2016-W32-4,2016-08-25
2016-08-12,2016-W32,197,2016-W32-5,2016-08-26
2016-08-13,2016-W32,197,2016-W32-6,2016-08-27
2016-08-14,2016-W33,221,2016-W33-0,2016-08-28
2016-08-15,2016-W33,221,2016-W33-1,2016-08-29
2016-08-16,2016-W33,221,2016-W33-2,2016-08-30
2016-08-17,2016-W33,221,2016-W33-3,2016-08-31
2016-08-18,2016-W33,221,2016-W33-4,2016-09-01
2016-08-19,2016-W33,221,2016-W33-5,2016-09-02
2016-08-20,2016-W33,221,2016-W33-6,2016-09-03
2016-08-21,2016-W34,274,2016-W34-0,2016-09-04
2016-08-22,2016-W34,274,2016-W34-1,2016-09-05
2016-08-23,2016-W34,274,2016-W34-2,2016-09-06
2016-08-24,2016-W34,274,2016-W34-3,2016-09-07
2016-08-25,2016-W34,274,2016-W34-4,2016-09-08
2016-08-26,2016-W34,274,2016-W34-5,2016-09-09
2016-08-27,2016-W34,274,2016-W34-6,2016-09-10
2016-08-28,2016-W35,310,2016-W35-0,2016-09-11
2016-08-29,2016-W35,310,2016-W35-1,2016-09-12
2016-08-30,2016-W35,310,2016-W35-2,2016-09-13
2016-08-31,2016-W35,310,2016-W35-3,2016-09-14
2016-09-01,2016-W35,310,2016-W35-4,2016-09-15
2016-09-02,2016-W35,310,2016-W35-5,2016-09-16
2016-09-03,2016-W35,310,2016-W35-6,2016-09-17
2016-09-04,2016-W36,242,2016-W36-0,2016-09-18
2016-09-05,2016-W36,242,2016-W36-1,2016-09-19
2016-09-06,2016-W36,242,2016-W36-2,2016-09-20
2016-09-07,2016-W36,242,2016-W36-3,2016-09-21
2016-09-08,2016-W36,242,2016-W36-4,2016-09-22
2016-09-09,2016-W36,242,2016-W36-5,2016-09-23
2016-09-10,2016-W36,242,2016-W36-6,2016-09-24
2016-09-11,2016-W37,174,2016-W37-0,2016-09-25
2016-09-12,2016-W37,174,2016-W37-1,2016-09-26
2016-09-13,2016-W37,174,2016-W37-2,2016-09-27
2016-09-14,2016-W37,174,2016-W37-3,2016-09-28
2016-09-15,2016-W37,174,2016-W37-4,2016-09-29
2016-09-16,2016-W37,174,2016-W37-5,2016-09-30
2016-09-17,2016-W37,174,2016-W37-6,2016-10-01
2016-09-18,2016-W38,173,2016-W38-0,2016-10-02
2016-09-19,2016-W38,173,2016-W38-1,2016-10-03
2016-09-20,2016-W38,173,2016-W38-2,2016-10-04
2016-09-21,2016-W38,173,2016-W38-3,2016-10-05
2016-09-22,2016-W38,173,2016-W38-4,2016-10-06
2016-09-23,2016-W38,173,2016-W38-5,2016-10-07
2016-09-24,2016-W38,173,2016-W38-6,2016-10-08
2016-09-25,2016-W39,138,2016-W39-0,2016-10-09
2016-09-26,2016-W39,138,2016-W39-1,2016-10-10
2016-09-27,2016-W39,138,2016-W39-2,2016-10-11
2016-09-28,2016-W39,138,2016-W39-3,2016-10-12
2016-09-29,2016-W39,138,2016-W39-4,2016-10-13
2016-09-30,2016-W39,138,2016-W39-5,2016-10-14
2016-10-01,2016-W39,138,2016-W39-6,2016-10-15
2016-10-02,2016-W40,125,2016-W40-0,2016-10-16
2016-10-03,2016-W40,125,2016-W40-1,2016-10-17
2016-10-04,2016-W40,125,2016-W40-2,2016-10-18
2016-10-05,2016-W40,125,2016-W40-3,2016-10-19
2016-10-06,2016-W40,125,2016-W40-4,2016-10-20
2016-10-07,2016-W40,125,2016-W40-5,2016-10-21
2016-10-08,2016-W40,125,2016-W40-6,2016-10-22
2016-10-09,2016-W41,94,2016-W41-0,2016-10-23
2016-10-10,2016-W41,94,2016-W41-1,2016-10-24
2016-10-11,2016-W41,94,2016-W41-2,2016-10-25
2016-10-12,2016-W41,94,2016-W41-3,2016-10-26
2016-10-13,2016-W41,94,2016-W41-4,2016-10-27
2016-10-14,2016-W41,94,2016-W41-5,2016-10-28
2016-10-15,2016-W41,94,2016-W41-6,2016-10-29
2016-10-16,2016-W42,108,2016-W42-0,2016-10-30
2016-10-17,2016-W42,108,2016-W42-1,2016-10-31
2016-10-18,2016-W42,108,2016-W42-2,2016-11-01
2016-10-19,2016-W42,108,2016-W42-3,2016-11-02
2016-10-20,2016-W42,108,2016-W42-4,2016-11-03
2016-10-21,2016-W42,108,2016-W42-5,2016-11-04
2016-10-22,2016-W42,108,2016-W42-6,2016-11-05
2016-10-23,2016-W43,84,2016-W43-0,2016-11-06
2016-10-24,2016-W43,84,2016-W43-1,2016-11-07
2016-10-25,2016-W43,84,2016-W43-2,2016-11-08
2016-10-26,2016-W43,84,2016-W43-3,2016-11-09
2016-10-27,2016-W43,84,2016-W43-4,2016-11-10
2016-10-28,2016-W43,84,2016-W43-5,2016-11-11
2016-10-29,2016-W43,84,2016-W43-6,2016-11-12
2016-10-30,2016-W44,85,2016-W44-0,2016-11-13
2016-10-31,2016-W44,85,2016-W44-1,2016-11-14
2016-11-01,2016-W44,85,2016-W44-2,2016-11-15
2016-11-02,2016-W44,85,2016-W44-3,2016-11-16
2016-11-03,2016-W44,85,2016-W44-4,2016-11-17
2016-11-04,2016-W44,85,2016-W44-5,2016-11-18
2016-11-05,2016-W44,85,2016-W44-6,2016-11-19
2016-11-06,2016-W45,84,2016-W45-0,2016-11-20
2016-11-07,2016-W45,84,2016-W45-1,2016-11-21
2016-11-08,2016-W45,84,2016-W45-2,2016-11-22
2016-11-09,2016-W45,84,2016-W45-3,2016-11-23
2016-11-10,2016-W45,84,2016-W45-4,2016-11-24
2016-11-11,2016-W45,84,2016-W45-5,2016-11-25
2016-11-12,2016-W45,84,2016-W45-6,2016-11-26
2016-11-13,2016-W46,72,2016-W46-0,2016-11-27
2016-11-14,2016-W46,72,2016-W46-1,2016-11-28
2016-11-15,2016-W46,72,2016-W46-2,2016-11-29
2016-11-16,2016-W46,72,2016-W46-3,2016-11-30
2016-11-17,2016-W46,72,2016-W46-4,2016-12-01
2016-11-18,2016-W46,72,2016-W46-5,2016-12-02
2016-11-19,2016-W46,72,2016-W46-6,2016-12-03
2016-11-20,2016-W47,74,2016-W47-0,2016-12-04
2016-11-21,2016-W47,74,2016-W47-1,2016-12-05
2016-11-22,2016-W47,74,2016-W47-2,2016-12-06
2016-11-23,2016-W47,74,2016-W47-3,2016-12-07
2016-11-24,2016-W47,74,2016-W47-4,2016-12-08
2016-11-25,2016-W47,74,2016-W47-5,2016-12-09
2016-11-26,2016-W47,74,2016-W47-6,2016-12-10
2016-11-27,2016-W48,86,2016-W48-0,2016-12-11
2016-11-28,2016-W48,86,2016-W48-1,2016-12-12
2016-11-29,2016-W48,86,2016-W48-2,2016-12-13
2016-11-30,2016-W48,86,2016-W48-3,2016-12-14
2016-12-01,2016-W48,86,2016-W48-4,2016-12-15
2016-12-02,2016-W48,86,2016-W48-5,2016-12-16
2016-12-03,2016-W48,86,2016-W48-6,2016-12-17
2016-12-04,2016-W49,59,2016-W49-0,2016-12-18
2016-12-05,2016-W49,59,2016-W49-1,2016-12-19
2016-12-06,2016-W49,59,2016-W49-2,2016-12-20
2016-12-07,2016-W49,59,2016-W49-3,2016-12-21
2016-12-08,2016-W49,59,2016-W49-4,2016-12-22
2016-12-09,2016-W49,59,2016-W49-5,2016-12-23
2016-12-10,2016-W49,59,2016-W49-6,2016-12-24
2016-12-11,2016-W50,81,2016-W50-0,2016-12-25
2016-12-12,2016-W50,81,2016-W50-1,2016-12-26
2016-12-13,2016-W50,81,2016-W50-2,2016-12-27
2016-12-14,2016-W50,81,2016-W50-3,2016-12-28
2016-12-15,2016-W50,81,2016-W50-4,2016-12-29
2016-12-16,2016-W50,81,2016-W50-5,2016-12-30
2016-12-17,2016-W50,81,2016-W50-6,2016-12-31
2016-12-18,2016-W51,72,2016-W51-0,2017-01-01
2016-12-19,2016-W51,72,2016-W51-1,2017-01-02
2016-12-20,2016-W51,72,2016-W51-2,2017-01-03
2016-12-21,2016-W51,72,2016-W51-3,2017-01-04
2016-12-22,2016-W51,72,2016-W51-4,2017-01-05
2016-12-23,2016-W51,72,2016-W51-5,2017-01-06
2016-12-24,2016-W51,72,2016-W51-6,2017-01-07
2016-12-25,2016-W52,64,2016-W52-0,2017-01-08
2016-12-26,2016-W52,64,2016-W52-1,2017-01-09
2016-12-27,2016-W52,64,2016-W52-2,2017-01-10
2016-12-28,2016-W52,64,2016-W52-3,2017-01-11
2016-12-29,2016-W52,64,2016-W52-4,2017-01-12
2016-12-30,2016-W52,64,2016-W52-5,2017-01-13
2016-12-31,2016-W52,64,2016-W52-6,2017-01-14
2017-01-01,2017-W01,70,2017-W01-0,2017-01-15
2017-01-02,2017-W01,70,2017-W01-1,2017-01-16
2017-01-03,2017-W01,70,2017-W01-2,2017-01-17
2017-01-04,2017-W01,70,2017-W01-3,2017-01-18
2017-01-05,2017-W01,70,2017-W01-4,2017-01-19
2017-01-06,2017-W01,70,2017-W01-5,2017-01-20
2017-01-07,2017-W01,70,2017-W01-6,2017-01-21
2017-01-08,2017-W02,90,2017-W02-0,2017-01-22
2017-01-09,2017-W02,90,2017-W02-1,2017-01-23
2017-01-10,2017-W02,90,2017-W02-2,2017-01-24
2017-01-11,2017-W02,90,2017-W02-3,2017-01-25
2017-01-12,2017-W02,90,2017-W02-4,2017-01-26
2017-01-13,2017-W02,90,2017-W02-5,2017-01-27
2017-01-14,2017-W02,90,2017-W02-6,2017-01-28
2017-01-15,2017-W03,74,2017-W03-0,2017-01-29
2017-01-16,2017-W03,74,2017-W03-1,2017-01-30
2017-01-17,2017-W03,74,2017-W03-2,2017-01-31
2017-01-18,2017-W03,74,2017-W03-3,2017-02-01
2017-01-19,2017-W03,74,2017-W03-4,2017-02-02
2017-01-20,2017-W03,74,2017-W03-5,2017-02-03
2017-01-21,2017-W03,74,2017-W03-6,2017-02-04
2017-01-22,2017-W04,66,2017-W04-0,2017-02-05
2017-01-23,2017-W04,66,2017-W04-1,2017-02-06
2017-01-24,2017-W04,66,2017-W04-2,2017-02-07
2017-01-25,2017-W04,66,2017-W04-3,2017-02-08
2017-01-26,2017-W04,66,2017-W04-4,2017-02-09
2017-01-27,2017-W04,66,2017-W04-5,2017-02-10
2017-01-28,2017-W04,66,2017-W04-6,2017-02-11
2017-01-29,2017-W05,62,2017-W05-0,2017-02-12
2017-01-30,2017-W05,62,2017-W05-1,2017-02-13
2017-01-31,2017-W05,62,2017-W05-2,2017-02-14
2017-02-01,2017-W05,62,2017-W05-3,2017-02-15
2017-02-02,2017-W05,62,2017-W05-4,2017-02-16
2017-02-03,2017-W05,62,2017-W05-5,2017-02-17
2017-02-04,2017-W05,62,2017-W05-6,2017-02-18
2017-02-05,2017-W06,77,2017-W06-0,2017-02-19
2017-02-06,2017-W06,77,2017-W06-1,2017-02-20
2017-02-07,2017-W06,77,2017-W06-2,2017-02-21
2017-02-08,2017-W06,77,2017-W06-3,2017-02-22
2017-02-09,2017-W06,77,2017-W06-4,2017-02-23
2017-02-10,2017-W06,77,2017-W06-5,2017-02-24
2017-02-11,2017-W06,77,2017-W06-6,2017-02-25
2017-02-12,2017-W07,51,2017-W07-0,2017-02-26
2017-02-13,2017-W07,51,2017-W07-1,2017-02-27
2017-02-14,2017-W07,51,2017-W07-2,2017-02-28
2017-02-15,2017-W07,51,2017-W07-3,2017-03-01
2017-02-16,2017-W07,51,2017-W07-4,2017-03-02
2017-02-17,2017-W07,51,2017-W07-5,2017-03-03
2017-02-18,2017-W07,51,2017-W07-6,2017-03-04
2017-02-19,2017-W08,54,2017-W08-0,2017-03-05
2017-02-20,2017-W08,54,2017-W08-1,2017-03-06
2017-02-21,2017-W08,54,2017-W08-2,2017-03-07
2017-02-22,2017-W08,54,2017-W08-3,2017-03-08
2017-02-23,2017-W08,54,2017-W08-4,2017-03-09
2017-02-24,2017-W08,54,2017-W08-5,2017-03-10
2017-02-25,2017-W08,54,2017-W08-6,2017-03-11
2017-02-26,2017-W09,41,2017-W09-0,2017-03-12
2017-02-27,2017-W09,41,2017-W09-1,2017-03-13
2017-02-28,2017-W09,41,2017-W09-2,2017-03-14
2017-03-01,2017-W09,41,2017-W09-3,2017-03-15
2017-03-02,2017-W09,41,2017-W09-4,2017-03-16
2017-03-03,2017-W09,41,2017-W09-5,2017-03-17
2017-03-04,2017-W09,41,2017-W09-6,2017-03-18
2017-03-05,2017-W10,32,2017-W10-0,2017-03-19
2017-03-06,2017-W10,32,2017-W10-1,2017-03-20
2017-03-07,2017-W10,32,2017-W10-2,2017-03-21
2017-03-08,2017-W10,32,2017-W10-3,2017-03-22
2017-03-09,2017-W10,32,2017-W10-4,2017-03-23
2017-03-10,2017-W10,32,2017-W10-5,2017-03-24
2017-03-11,2017-W10,32,2017-W10-6,2017-03-25
2017-03-12,2017-W11,34,2017-W11-0,2017-03-26
2017-03-13,2017-W11,34,2017-W11-1,2017-03-27
2017-03-14,2017-W11,34,2017-W11-2,2017-03-28
2017-03-15,2017-W11,34,2017-W11-3,2017-03-29
2017-03-16,2017-W11,34,2017-W11-4,2017-03-30
2017-03-17,2017-W11,34,2017-W11-5,2017-03-31
2017-03-18,2017-W11,34,2017-W11-6,2017-04-01
2017-03-19,2017-W12,32,2017-W12-0,2017-04-02
2017-03-20,2017-W12,32,2017-W12-1,2017-04-03
2017-03-21,2017-W12,32,2017-W12-2,2017-04-04
2017-03-22,2017-W12,32,2017-W12-3,2017-04-05
2017-03-23,2017-W12,32,2017-W12-4,2017-04-06
2017-03-24,2017-W12,32,2017-W12-5,2017-04-07
2017-03-25,2017-W12,32,2017-W12-6,2017-04-08
2017-03-26,2017-W13,49,2017-W13-0,2017-04-09
2017-03-27,2017-W13,49,2017-W13-1,2017-04-10
2017-03-28,2017-W13,49,2017-W13-2,2017-04-11
2017-03-29,2017-W13,49,2017-W13-3,2017-04-12
2017-03-30,2017-W13,49,2017-W13-4,2017-04-13
2017-03-31,2017-W13,49,2017-W13-5,2017-04-14
2017-04-01,2017-W13,49,2017-W13-6,2017-04-15
2017-04-02,2017-W14,37,2017-W14-0,2017-04-16
2017-04-03,2017-W14,37,2017-W14-1,2017-04-17
2017-04-04,2017-W14,37,2017-W14-2,2017-04-18
2017-04-05,2017-W14,37,2017-W14-3,2017-04-19
2017-04-06,2017-W14,37,2017-W14-4,2017-04-20
2017-04-07,2017-W14,37,2017-W14-5,2017-04-21
2017-04-08,2017-W14,37,2017-W14-6,2017-04-22
2017-04-09,2017-W15,32,2017-W15-0,2017-04-23
2017-04-10,2017-W15,32,2017-W15-1,2017-04-24
2017-04-11,2017-W15,32,2017-W15-2,2017-04-25
2017-04-12,2017-W15,32,2017-W15-3,2017-04-26
2017-04-13,2017-W15,32,2017-W15-4,2017-04-27
2017-04-14,2017-W15,32,2017-W15-5,2017-04-28
2017-04-15,2017-W15,32,2017-W15-6,2017-04-29
2017-04-16,2017-W16,51,2017-W16-0,2017-04-30
2017-04-17,2017-W16,51,2017-W16-1,2017-05-01
2017-04-18,2017-W16,51,2017-W16-2,2017-05-02
2017-04-19,2017-W16,51,2017-W16-3,2017-05-03
2017-04-20,2017-W16,51,2017-W16-4,2017-05-04
2017-04-21,2017-W16,51,2017-W16-5,2017-05-05
2017-04-22,2017-W16,51,2017-W16-6,2017-05-06
2017-04-23,2017-W17,37,2017-W17-0,2017-05-07
2017-04-24,2017-W17,37,2017-W17-1,2017-05-08
2017-04-25,2017-W17,37,2017-W17-2,2017-05-09
2017-04-26,2017-W17,37,2017-W17-3,2017-05-10
2017-04-27,2017-W17,37,2017-W17-4,2017-05-11
2017-04-28,2017-W17,37,2017-W17-5,2017-05-12
2017-04-29,2017-W17,37,2017-W17-6,2017-05-13
2017-04-30,2017-W18,42,2017-W18-0,2017-05-14
2017-05-01,2017-W18,42,2017-W18-1,2017-05-15
2017-05-02,2017-W18,42,2017-W18-2,2017-05-16
2017-05-03,2017-W18,42,2017-W18-3,2017-05-17
2017-05-04,2017-W18,42,2017-W18-4,2017-05-18
2017-05-05,2017-W18,42,2017-W18-5,2017-05-19
2017-05-06,2017-W18,42,2017-W18-6,2017-05-20
2017-05-07,2017-W19,48,2017-W19-0,2017-05-21
2017-05-08,2017-W19,48,2017-W19-1,2017-05-22
2017-05-09,2017-W19,48,2017-W19-2,2017-05-23
2017-05-10,2017-W19,48,2017-W19-3,2017-05-24
2017-05-11,2017-W19,48,2017-W19-4,2017-05-25
2017-05-12,2017-W19,48,2017-W19-5,2017-05-26
2017-05-13,2017-W19,48,2017-W19-6,2017-05-27
2017-05-14,2017-W20,48,2017-W20-0,2017-05-28
2017-05-15,2017-W20,48,2017-W20-1,2017-05-29
2017-05-16,2017-W20,48,2017-W20-2,2017-05-30
2017-05-17,2017-W20,48,2017-W20-3,2017-05-31
2017-05-18,2017-W20,48,2017-W20-4,2017-06-01
2017-05-19,2017-W20,48,2017-W20-5,2017-06-02
2017-05-20,2017-W20,48,2017-W20-6,2017-06-03
2017-05-21,2017-W21,50,2017-W21-0,2017-06-04
2017-05-22,2017-W21,50,2017-W21-1,2017-06-05
2017-05-23,2017-W21,50,2017-W21-2,2017-06-06
2017-05-24,2017-W21,50,2017-W21-3,2017-06-07
2017-05-25,2017-W21,50,2017-W21-4,2017-06-08
2017-05-26,2017-W21,50,2017-W21-5,2017-06-09
2017-05-27,2017-W21,50,2017-W21-6,2017-06-10
2017-05-28,2017-W22,66,2017-W22-0,2017-06-11
2017-05-29,2017-W22,66,2017-W22-1,2017-06-12
2017-05-30,2017-W22,66,2017-W22-2,2017-06-13
2017-05-31,2017-W22,66,2017-W22-3,2017-06-14
2017-06-01,2017-W22,66,2017-W22-4,2017-06-15
2017-06-02,2017-W22,66,2017-W22-5,2017-06-16
2017-06-03,2017-W22,66,2017-W22-6,2017-06-17
2017-06-04,2017-W23,62,2017-W23-0,2017-06-18
2017-06-05,2017-W23,62,2017-W23-1,2017-06-19
2017-06-06,2017-W23,62,2017-W23-2,2017-06-20
2017-06-07,2017-W23,62,2017-W23-3,2017-06-21
2017-06-08,2017-W23,62,2017-W23-4,2017-06-22
2017-06-09,2017-W23,62,2017-W23-5,2017-06-23
2017-06-10,2017-W23,62,2017-W23-6,2017-06-24
2017-06-11,2017-W24,79,2017-W24-0,2017-06-25
2017-06-12,2017-W24,79,2017-W24-1,2017-06-26
2017-06-13,2017-W24,79,2017-W24-2,2017-06-27
2017-06-14,2017-W24,79,2017-W24-3,2017-06-28
2017-06-15,2017-W24,79,2017-W24-4,2017-06-29
2017-06-16,2017-W24,79,2017-W24-5,2017-06-30
2017-06-17,2017-W24,79,2017-W24-6,2017-07-01
2017-06-18,2017-W25,73,2017-W25-0,2017-07-02
2017-06-19,2017-W25,73,2017-W25-1,2017-07-03
2017-06-20,2017-W25,73,2017-W25-2,2017-07-04
2017-06-21,2017-W25,73,2017-W25-3,2017-07-05
2017-06-22,2017-W25,73,2017-W25-4,2017-07-06
2017-06-23,2017-W25,73,2017-W25-5,2017-07-07
2017-06-24,2017-W25,73,2017-W25-6,2017-07-08
2017-06-25,2017-W26,75,2017-W26-0,2017-07-09
2017-06-26,2017-W26,75,2017-W26-1,2017-07-10
2017-06-27,2017-W26,75,2017-W26-2,2017-07-11
2017-06-28,2017-W26,75,2017-W26-3,2017-07-12
2017-06-29,2017-W26,75,2017-W26-4,2017-07-13
2017-06-30,2017-W26,75,2017-W26-5,2017-07-14
2017-07-01,2017-W26,75,2017-W26-6,2017-07-15
2017-07-02,2017-W27,63,2017-W27-0,2017-07-16
2017-07-03,2017-W27,63,2017-W27-1,2017-07-17
2017-07-04,2017-W27,63,2017-W27-2,2017-07-18
2017-07-05,2017-W27,63,2017-W27-3,2017-07-19
2017-07-06,2017-W27,63,2017-W27-4,2017-07-20
2017-07-07,2017-W27,63,2017-W27-5,2017-07-21
2017-07-08,2017-W27,63,2017-W27-6,2017-07-22
2017-07-09,2017-W28,53,2017-W28-0,2017-07-23
2017-07-10,2017-W28,53,2017-W28-1,2017-07-24
2017-07-11,2017-W28,53,2017-W28-2,2017-07-25
2017-07-12,2017-W28,53,2017-W28-3,2017-07-26
2017-07-13,2017-W28,53,2017-W28-4,2017-07-27
2017-07-14,2017-W28,53,2017-W28-5,2017-07-28
2017-07-15,2017-W28,53,2017-W28-6,2017-07-29
2017-07-16,2017-W29,51,2017-W29-0,2017-07-30
2017-07-17,2017-W29,51,2017-W29-1,2017-07-31
2017-07-18,2017-W29,51,2017-W29-2,2017-08-01
2017-07-19,2017-W29,51,2017-W29-3,2017-08-02
2017-07-20,2017-W29,51,2017-W29-4,2017-08-03
2017-07-21,2017-W29,51,2017-W29-5,2017-08-04
2017-07-22,2017-W29,51,2017-W29-6,2017-08-05
2017-07-23,2017-W30,66,2017-W30-0,2017-08-06
2017-07-24,2017-W30,66,2017-W30-1,2017-08-07
2017-07-25,2017-W30,66,2017-W30-2,2017-08-08
2017-07-26,2017-W30,66,2017-W30-3,2017-08-09
2017-07-27,2017-W30,66,2017-W30-4,2017-08-10
2017-07-28,2017-W30,66,2017-W30-5,2017-08-11
2017-07-29,2017-W30,66,2017-W30-6,2017-08-12
2017-07-30,2017-W31,60,2017-W31-0,2017-08-13
2017-07-31,2017-W31,60,2017-W31-1,2017-08-14
2017-08-01,2017-W31,60,2017-W31-2,2017-08-15
2017-08-02,2017-W31,60,2017-W31-3,2017-08-16
2017-08-03,2017-W31,60,2017-W31-4,2017-08-17
2017-08-04,2017-W31,60,2017-W31-5,2017-08-18
2017-08-05,2017-W31,60,2017-W31-6,2017-08-19
2017-08-06,2017-W32,56,2017-W32-0,2017-08-20
2017-08-07,2017-W32,56,2017-W32-1,2017-08-21
2017-08-08,2017-W32,56,2017-W32-2,2017-08-22
2017-08-09,2017-W32,56,2017-W32-3,2017-08-23
2017-08-10,2017-W32,56,2017-W32-4,2017-08-24
2017-08-11,2017-W32,56,2017-W32-5,2017-08-25
2017-08-12,2017-W32,56,2017-W32-6,2017-08-26
2017-08-13,2017-W33,52,2017-W33-0,2017-08-27
2017-08-14,2017-W33,52,2017-W33-1,2017-08-28
2017-08-15,2017-W33,52,2017-W33-2,2017-08-29
2017-08-16,2017-W33,52,2017-W33-3,2017-08-30
2017-08-17,2017-W33,52,2017-W33-4,2017-08-31
2017-08-18,2017-W33,52,2017-W33-5,2017-09-01
2017-08-19,2017-W33,52,2017-W33-6,2017-09-02
2017-08-20,2017-W34,51,2017-W34-0,2017-09-03
2017-08-21,2017-W34,51,2017-W34-1,2017-09-04
2017-08-22,2017-W34,51,2017-W34-2,2017-09-05
2017-08-23,2017-W34,51,2017-W34-3,2017-09-06
2017-08-24,2017-W34,51,2017-W34-4,2017-09-07
2017-08-25,2017-W34,51,2017-W34-5,2017-09-08
2017-08-26,2017-W34,51,2017-W34-6,2017-09-09
2017-08-27,2017-W35,33,2017-W35-0,2017-09-10
2017-08-28,2017-W35,33,2017-W35-1,2017-09-11
2017-08-29,2017-W35,33,2017-W35-2,2017-09-12
2017-08-30,2017-W35,33,2017-W35-3,2017-09-13
2017-08-31,2017-W35,33,2017-W35-4,2017-09-14
2017-09-01,2017-W35,33,2017-W35-5,2017-09-15
2017-09-02,2017-W35,33,2017-W35-6,2017-09-16
2017-09-03,2017-W36,40,2017-W36-0,2017-09-17
2017-09-04,2017-W36,40,2017-W36-1,2017-09-18
2017-09-05,2017-W36,40,2017-W36-2,2017-09-19
2017-09-06,2017-W36,40,2017-W36-3,2017-09-20
2017-09-07,2017-W36,40,2017-W36-4,2017-09-21
2017-09-08,2017-W36,40,2017-W36-5,2017-09-22
2017-09-09,2017-W36,40,2017-W36-6,2017-09-23
2017-09-10,2017-W37,53,2017-W37-0,2017-09-24
2017-09-11,2017-W37,53,2017-W37-1,2017-09-25
2017-09-12,2017-W37,53,2017-W37-2,2017-09-26
2017-09-13,2017-W37,53,2017-W37-3,2017-09-27
2017-09-14,2017-W37,53,2017-W37-4,2017-09-28
2017-09-15,2017-W37,53,2017-W37-5,2017-09-29
2017-09-16,2017-W37,53,2017-W37-6,2017-09-30
2017-09-17,2017-W38,58,2017-W38-0,2017-10-01
2017-09-18,2017-W38,58,2017-W38-1,2017-10-02
2017-09-19,2017-W38,58,2017-W38-2,2017-10-03
2017-09-20,2017-W38,58,2017-W38-3,2017-10-04
2017-09-21,2017-W38,58,2017-W38-4,2017-10-05
2017-09-22,2017-W38,58,2017-W38-5,2017-10-06
2017-09-23,2017-W38,58,2017-W38-6,2017-10-07
2017-09-24,2017-W39,39,2017-W39-0,2017-10-08
2017-09-25,2017-W39,39,2017-W39-1,2017-10-09
2017-09-26,2017-W39,39,2017-W39-2,2017-10-10
2017-09-27,2017-W39,39,2017-W39-3,2017-10-11
2017-09-28,2017-W39,39,2017-W39-4,2017-10-12
2017-09-29,2017-W39,39,2017-W39-5,2017-10-13
2017-09-30,2017-W39,39,2017-W39-6,2017-10-14
2017-10-01,2017-W40,51,2017-W40-0,2017-10-15
2017-10-02,2017-W40,51,2017-W40-1,2017-10-16
2017-10-03,2017-W40,51,2017-W40-2,2017-10-17
2017-10-04,2017-W40,51,2017-W40-3,2017-10-18
2017-10-05,2017-W40,51,2017-W40-4,2017-10-19
2017-10-06,2017-W40,51,2017-W40-5,2017-10-20
2017-10-07,2017-W40,51,2017-W40-6,2017-10-21
2017-10-08,2017-W41,55,2017-W41-0,2017-10-22
2017-10-09,2017-W41,55,2017-W41-1,2017-10-23
2017-10-10,2017-W41,55,2017-W41-2,2017-10-24
2017-10-11,2017-W41,55,2017-W41-3,2017-10-25
2017-10-12,2017-W41,55,2017-W41-4,2017-10-26
2017-10-13,2017-W41,55,2017-W41-5,2017-10-27
2017-10-14,2017-W41,55,2017-W41-6,2017-10-28
2017-10-15,2017-W42,62,2017-W42-0,2017-10-29
2017-10-16,2017-W42,62,2017-W42-1,2017-10-30
2017-10-17,2017-W42,62,2017-W42-2,2017-10-31
2017-10-18,2017-W42,62,2017-W42-3,2017-11-01
2017-10-19,2017-W42,62,2017-W42-4,2017-11-02
